bse_dt,tck_iem_cd,tot_hld_act_cnt,tot_hld_qty,tco_avg_hld_qty,tco_avg_hld_wht_rt,tco_avg_eal_pls,tco_avg_phs_uit_pr,tco_avg_pft_rt,tco_avg_hld_te_dd_cnt,dist_hnk_pct10_nmv,dist_hnk_pct30_nmv,dist_hnk_pct50_nmv,dist_hnk_pct70_nmv,dist_hnk_pct90_nmv,bse_end_pr,lss_ivo_rt,pft_ivo_rt,ifw_act_cnt,ofw_act_cnt,vw_tgt_cnt,rgs_tgt_cnt
2024-08-27,OHI         ,1289,113214,87.83,7.97,1153843.51,38366.61,34.32,1.0,34081.33333,36168.857,38140.139,40092.2,42148.906,51420.276,0.0,1.0,1,5,0,0
2024-08-27,SOUN        ,1284,488806,380.69,15.54,-133580.72,7603.0,-5.03,1.0,5308.57143,6730.0,7324.74,8263.2,10629.12,6619.5,0.7407,0.2593,9,10,0,0
2024-08-27,ALB         ,1188,25494,21.46,9.1,-1216490.7,183189.06,-32.5,1.0,125894.08333,146358.8,165602.0,195914.974,271958.833,117747.516,0.9436,0.0564,4,1,0,0
2024-08-27,LMT         ,1171,6747,5.76,10.8,1349369.13,505472.58,46.41,1.0,379270.5,403709.75,440874.0,589032.4,656832.333,738867.818,0.0487,0.9513,3,3,0,0
2024-08-27,GRAB        ,1159,1471444,1269.58,11.68,-1536467.89,7077.38,-22.01,1.0,4007.0,4577.298,5757.75,8386.742,12637.0,4289.436,0.8016,0.1984,2,1,0,0
2024-08-27,UWMC        ,1154,29830,25.85,44.4,51819.07,8599.56,19.37,1.0,5570.0,7977.0,8343.0,9901.0,11113.0,12351.987,0.0485,0.9515,0,1,0,0
2024-08-27,WMT         ,1087,18394,16.92,7.78,421221.81,75353.73,32.86,1.0,51383.83333,56139.778,78427.722,93199.5,97952.0,100655.946,0.0239,0.9761,13,10,0,0
2024-08-27,WM          ,1056,10480,9.92,8.41,468817.49,220857.35,20.61,1.0,172224.0,189743.667,207809.667,262536.5,282953.2,276456.589,0.2547,0.7453,4,1,0,0
2024-08-27,USB         ,1033,17125,16.58,6.29,118597.48,54331.58,13.44,1.0,43826.0,52773.75,55318.0,57739.5,62265.0,60396.31,0.1626,0.8374,7,3,0,0
2024-08-27,DELL        ,1032,24992,24.22,9.87,-819572.44,183132.83,-18.63,1.0,145207.0,168558.0,186196.2,198990.5,222413.667,147839.974,0.8828,0.1172,11,2,0,0
2024-08-27,VRT         ,1030,55064,53.46,9.09,-743874.48,118101.38,-11.87,1.0,99590.75,110963.875,120273.222,126362.6,133383.788,103343.634,0.8621,0.1379,7,8,0,0
2024-08-27,STEM        ,1029,212869,206.87,29.81,-1809125.55,29198.26,-90.51,1.0,7502.75,28024.75,31479.0,35983.0,40538.15,917.463,1.0,0.0,4,0,0,0
2024-08-27,INMD        ,1014,149760,147.69,13.71,-2079658.99,46992.08,-39.8,1.0,24162.05455,27964.0,37238.678,55744.0,85715.5,21301.551,0.9941,0.0059,4,2,0,0
2024-08-27,KHC         ,996,26574,26.68,6.84,66540.09,44944.31,5.53,1.0,41267.13333,43933.81,44928.0,46377.333,48686.042,47567.771,0.1817,0.8183,9,4,0,0
2024-08-27,SOLV        ,979,4710,4.81,1.3,-58881.2,92503.46,-13.32,1.0,93063.8,93063.909,93064.0,93064.0,93064.0,79671.979,1.0,0.0,8,8,0,0
2024-08-27,AGNC        ,976,374699,383.91,21.23,-1077603.45,16004.78,-17.06,1.0,12806.2,13640.0,15711.839,18154.0,19390.0,13649.409,0.6998,0.3002,5,5,0,0
2024-08-27,CRWD        ,976,14653,15.01,8.95,505232.61,331982.23,10.57,1.0,220077.45455,312820.0,346936.0,366452.0,421931.0,351985.592,0.4713,0.5287,10,12,0,0
2024-08-27,VET         ,972,289999,298.35,35.44,-598985.02,17432.65,-12.78,1.0,10192.0,12920.0,16793.392,20866.0,26339.0,13702.365,0.6255,0.3745,2,0,0,0
2024-08-27,AI          ,968,38467,39.74,8.86,-1362593.45,80007.57,-51.54,1.0,35661.75,43897.15,63360.0,108407.0,146680.444,32236.92,0.9628,0.0372,0,0,0,0
2024-08-27,BE          ,952,160021,168.09,11.72,-876178.44,23910.55,-24.91,1.0,15512.65,18483.399,22027.368,27466.25,35808.706,15714.708,0.8803,0.1197,6,2,0,0
2024-08-27,SNOW        ,948,14810,15.62,9.63,-1313758.39,253250.88,-34.99,1.0,175511.75,209780.4,246542.857,286256.25,351818.143,156220.725,0.9736,0.0264,8,4,0,0
2024-08-27,EVEX        ,925,24338,26.31,33.87,-286824.86,12879.39,-75.86,1.0,11900.0,12032.0,12220.0,13214.8,14927.5,3468.618,1.0,0.0,0,0,0,0
2024-08-27,LAC         ,877,156660,178.63,8.37,-1016439.65,12459.2,-60.9,1.0,6025.76667,14157.0,14157.0,14157.15,14157.182,3653.964,0.9932,0.0068,3,4,0,0
2024-08-27,MARA        ,876,196350,224.14,18.33,-465626.8,29486.95,-7.8,1.0,21826.66667,25442.5,28338.75,32007.5,38550.95,24571.604,0.7477,0.2523,10,8,0,0
2024-08-27,AMAT        ,871,12841,14.74,8.95,922986.28,214174.57,31.75,1.0,125769.5,154060.167,205454.0,276019.308,306306.2,259788.744,0.411,0.589,5,3,0,0
2024-08-27,CRM         ,862,8474,9.83,6.63,542496.68,294247.01,18.64,1.0,239126.9,260904.0,286875.9,321987.071,362067.0,351203.712,0.152,0.848,2,3,0,0
2024-08-27,RGTI        ,835,855153,1024.14,10.61,-937947.8,3077.99,-42.24,1.0,1382.0,1643.985,2080.0,2587.7,7432.0,1252.409,0.9449,0.0479,3,2,0,0
2024-08-27,MSTR        ,825,104440,126.59,28.03,1777167.12,184538.91,7.78,1.0,127139.15,180633.0,187731.0,202642.671,228438.2,194481.191,0.4109,0.5891,28,12,0,0
2024-08-27,DB          ,815,1665,2.04,47.9,13967.94,14972.69,46.29,1.0,14194.0,14507.0,14773.0,15024.0,16290.0,21606.048,0.0,1.0,1,1,0,0
2024-08-27,ACHR        ,803,377849,470.55,11.76,-396699.05,6558.98,-13.94,1.0,4741.48214,5393.258,6101.328,6932.571,8498.2,5202.927,0.7609,0.2366,1,5,0,0
2024-08-27,SDGR        ,784,36397,46.42,7.67,-1620195.36,72394.02,-55.84,1.0,36836.32,60996.688,77052.688,86781.0,100495.462,27603.315,0.9936,0.0064,1,3,0,0
2024-08-27,PARA        ,778,28572,36.72,21.05,-563295.78,41378.62,-50.56,1.0,20164.0,42912.0,45813.364,47405.0,48198.0,14999.786,0.9859,0.0141,1,0,0,0
2024-08-27,UAL         ,757,49687,65.64,14.18,188116.9,55866.63,5.33,1.0,45616.5,52363.006,56067.0,60377.493,65164.222,56636.535,0.4769,0.5231,2,0,0,0
2024-08-27,SLDP        ,748,801694,1071.78,14.15,-2578818.39,5846.61,-55.62,1.0,1990.4249,2558.15,3611.5,8496.95,12403.852,1919.655,0.9465,0.0535,2,1,0,0
2024-08-27,MVIS        ,732,136967,187.11,18.56,-1681322.79,13619.66,-87.82,1.0,4187.92587,9338.0,13881.45,17105.034,22632.0,1245.79,1.0,0.0,7,1,0,0
2024-08-27,PATH        ,724,81649,112.77,8.22,-1799255.51,40997.26,-48.81,1.0,17096.0,25050.667,33010.841,56948.241,68863.1,16734.096,0.9282,0.0718,1,0,0,0
2024-08-27,LULU        ,710,5088,7.17,9.5,-363106.18,424297.97,-12.35,1.0,351585.9,383318.0,411516.0,457193.0,516143.0,359650.674,0.8197,0.1803,11,3,0,0
2024-08-27,UPST        ,704,87639,124.49,18.89,-600424.87,114077.73,-7.79,1.0,34507.2,47407.143,64870.938,135664.444,268504.8,57126.293,0.5639,0.4361,9,9,0,0
2024-08-27,PINS        ,703,17938,25.52,11.43,-540959.62,68872.97,-33.56,1.0,43919.6,60525.0,71505.0,79773.0,90394.649,41967.727,0.9246,0.0754,0,1,0,0
2024-08-27,SO          ,684,6045,8.84,7.38,321188.54,76112.64,46.5,1.0,65911.0,69761.75,73295.667,77108.923,92332.167,114504.074,0.0044,0.9956,2,2,0,0
2024-08-27,FUBO        ,674,165703,245.85,11.24,-2957427.59,26828.56,-82.26,1.0,5533.17391,20133.0,27641.048,33678.69,46601.25,2594.844,0.9822,0.0178,0,2,0,0
2024-08-27,BLDE        ,674,81241,120.54,10.22,-1037385.73,15599.93,-67.15,1.0,9837.73469,13871.071,16368.382,18176.76,20709.898,4210.002,0.9911,0.0089,0,1,0,0
2024-08-27,GOLD        ,659,35580,53.99,14.17,122935.93,24089.63,9.17,1.0,21509.58065,22503.0,23345.0,24660.0,27726.667,27100.233,0.1639,0.8361,23,1,0,0
2024-08-27,LUNR        ,655,155627,237.6,20.69,-708459.86,10981.26,-30.02,1.0,6385.0,7727.784,9990.0,13356.96,17192.021,6950.475,0.8183,0.1786,4,7,0,0
2024-08-27,ORCL        ,652,10079,15.46,7.67,340327.62,140974.75,13.6,1.0,79003.42857,110100.5,147422.0,171286.125,194051.75,183889.494,0.2239,0.7761,1,2,0,0
2024-08-27,CMG         ,648,23537,36.32,7.91,-33130.25,76218.95,-1.24,1.0,68749.14815,71405.2,74635.076,80226.24,87276.545,72487.061,0.5988,0.4012,7,7,0,0
2024-08-27,IBM         ,643,10714,16.66,10.31,1016564.16,193987.96,30.34,1.0,139828.0,156207.833,176410.5,234334.2,254247.0,262105.679,0.0218,0.9782,0,2,0,0
2024-08-27,CROX        ,641,12031,18.77,11.45,816579.95,148934.62,30.65,1.0,99605.5,127669.667,151833.0,170795.25,195503.333,185444.903,0.1872,0.8128,0,3,0,0
2024-08-27,UNH         ,635,4251,6.69,9.04,813975.64,646749.19,18.54,1.0,581262.5,620799.125,648925.5,676656.071,743655.0,777300.832,0.0724,0.9276,6,2,0,0
