bse_dt,tck_iem_cd,tot_hld_act_cnt,tot_hld_qty,tco_avg_hld_qty,tco_avg_hld_wht_rt,tco_avg_eal_pls,tco_avg_phs_uit_pr,tco_avg_pft_rt,tco_avg_hld_te_dd_cnt,dist_hnk_pct10_nmv,dist_hnk_pct30_nmv,dist_hnk_pct50_nmv,dist_hnk_pct70_nmv,dist_hnk_pct90_nmv,bse_end_pr,lss_ivo_rt,pft_ivo_rt,ifw_act_cnt,ofw_act_cnt,vw_tgt_cnt,rgs_tgt_cnt
2024-08-27,UPRO        ,2437,137918,56.59,16.65,2045960.97,77863.4,50.7,1.0,49971.96667,64009.053,76564.0,92147.083,107190.889,107460.963,0.0878,0.9122,12,18,0,0
2024-08-27,METV        ,2425,287469,118.54,9.08,-45125.57,17721.08,-2.16,1.0,15818.0,17001.5,17756.636,18828.333,19557.65,17210.698,0.6256,0.3744,1,6,0,0
2024-08-27,ARKG        ,2139,65671,30.7,6.78,-1084516.05,89006.95,-49.72,1.0,37225.10714,75367.813,102379.667,112048.25,120944.0,35718.822,0.9411,0.0589,4,4,0,0
2024-08-27,LABU        ,1990,81987,41.2,20.93,-1814188.89,416042.33,-18.89,1.0,143429.36286,170952.286,193641.5,399669.857,1041219.5,189039.681,0.5528,0.4472,21,12,0,0
2024-08-27,DIA         ,1745,13395,7.68,14.07,1073516.65,411017.45,34.4,1.0,323086.4,382829.5,411537.0,426480.0,523520.0,546400.046,0.0332,0.9668,4,0,0,0
2024-08-27,SSO         ,1731,77868,44.98,13.74,1241262.2,90790.59,31.8,1.0,69063.30769,77474.5,87956.5,104736.56,114506.0,114358.482,0.1057,0.8943,11,7,0,0
2024-08-27,YINN        ,1549,391675,252.86,15.49,-1532310.02,56596.88,-17.09,1.0,25247.62308,30353.946,32275.5,36652.1,111039.786,29403.819,0.7689,0.2311,10,15,0,0
2024-08-27,SPHD        ,1539,78217,50.82,10.87,787704.98,51040.92,31.25,1.0,40989.0,48424.355,51168.0,54573.857,60091.0,65096.21,0.0026,0.9974,2,2,0,0
2024-08-27,VNQ         ,1520,39890,26.24,8.63,311086.25,116437.43,10.44,1.0,106158.41,111867.8,115812.483,123043.667,126749.4,125426.286,0.1487,0.8513,23,4,0,0
2024-08-27,CONL        ,1517,213951,141.04,21.44,-2797851.06,63926.01,-30.35,1.0,44390.48031,53855.367,62707.383,71361.288,85621.052,45528.921,0.8715,0.1272,29,7,0,0
2024-08-27,SMH         ,1441,42408,29.43,13.38,2630755.85,231187.42,38.57,1.0,132005.0,150046.25,213056.714,305584.917,347581.75,321138.554,0.2366,0.7634,6,3,0,0
2024-08-27,USD         ,1429,81088,56.74,18.04,2226128.21,142671.8,31.22,1.0,57905.66667,129770.0,152439.569,171911.455,194236.0,164878.506,0.3807,0.6193,12,12,0,0
2024-08-27,BOTZ        ,1369,64252,46.93,8.53,195773.55,39225.21,11.12,1.0,33492.65278,37525.667,40472.25,42285.933,43146.5,41689.611,0.3776,0.6224,4,5,0,0
2024-08-27,CWEB        ,1192,160733,134.84,18.8,-3921947.29,88046.56,-45.43,1.0,39258.3125,48673.0,64143.333,84428.472,203958.067,34937.721,0.9874,0.0109,19,3,0,0
2024-08-27,ARKX        ,1111,54413,48.98,10.98,-123983.22,22799.12,-11.21,1.0,20899.19231,22822.0,23180.059,23467.8,23778.97,20057.085,0.937,0.063,0,2,0,0
2024-08-27,SPYD        ,1082,52639,48.65,9.67,668676.49,46935.03,30.23,1.0,37402.32083,45222.6,47075.0,49797.5,54380.0,59218.06,0.0,1.0,1,0,0,0
2024-08-27,XLV         ,1066,15377,14.42,7.3,505850.33,171969.31,20.55,1.0,127515.0,156292.0,172996.294,194628.0,206778.0,205694.411,0.1435,0.8555,13,2,0,0
2024-08-27,KRBN        ,1000,32895,32.9,9.18,-232841.07,52437.45,-13.95,1.0,44020.1,48125.12,51881.0,57103.889,60783.333,43648.983,0.911,0.089,0,2,0,0
2024-08-27,DGRO        ,996,35519,35.66,10.27,661374.79,64262.49,29.48,1.0,50838.7037,60710.333,64101.0,67611.074,78460.0,81446.303,0.0261,0.9739,1,0,0,0
2024-08-27,VIG         ,929,15741,16.94,14.0,1045531.96,188325.48,31.69,1.0,141106.0,152819.333,191595.0,203014.929,247060.692,256399.671,0.0226,0.9774,1,2,0,0
2024-08-27,ARKF        ,911,18496,20.3,8.65,-377783.43,59876.04,-32.97,1.0,45744.0,57219.5,61653.96,66960.0,69281.0,37837.062,0.9572,0.0428,0,2,0,0
2024-08-27,XLF         ,865,24193,27.97,6.19,410304.77,45802.44,33.09,1.0,40881.5,43407.028,45308.0,47199.0,55760.556,59006.223,0.0324,0.9676,5,3,0,0
2024-08-27,IWM         ,850,24441,28.75,7.29,-191141.29,289755.27,-2.23,1.0,260103.65,282986.2,294840.5,303158.964,309294.21,291853.755,0.5647,0.4353,20,3,0,0
2024-08-27,TNA         ,844,62302,73.82,9.81,-148610.34,61763.32,-3.3,1.0,49774.0,55213.8,60399.787,64572.019,69295.05,59019.462,0.577,0.423,48,11,0,0
2024-08-27,SOXQ        ,812,60096,74.01,10.25,1239901.49,40436.93,46.06,1.0,29318.70313,31755.643,36249.667,49001.696,55862.0,53128.107,0.1736,0.8264,3,1,0,0
2024-08-27,KBWY        ,784,87706,111.87,10.82,167650.44,25654.94,5.9,1.0,24095.0,24744.954,25414.2,26098.857,27713.0,26901.648,0.1735,0.8265,0,2,0,0
2024-08-27,JETS        ,757,59436,78.52,8.02,-203488.31,26584.14,-9.7,1.0,23516.10526,25217.8,26678.0,28164.208,29691.0,24134.697,0.8573,0.1427,0,1,0,0
2024-08-27,DRIV        ,748,26806,35.84,7.37,-89254.82,32430.09,-7.7,1.0,28749.70588,30706.72,32381.042,34253.5,36920.063,29867.184,0.8035,0.1965,0,1,0,0
2024-08-27,AIQ         ,730,20469,28.04,10.79,27344.43,45968.76,2.14,1.0,43675.33333,45566.0,46148.5,47081.467,49217.5,46587.996,0.3877,0.6123,4,2,0,0
2024-08-27,TAN         ,711,14560,20.48,5.31,-785753.24,97583.0,-41.02,1.0,60291.0,88034.133,98717.0,113273.827,126904.0,55180.057,0.9916,0.0084,0,1,0,0
2024-08-27,DGRW        ,677,17503,25.85,11.24,557517.02,87608.62,24.94,1.0,61338.0,73167.563,89020.789,103634.8,108831.6,108017.037,0.1817,0.8183,5,2,0,0
2024-08-27,WEBL        ,668,120681,180.66,26.06,-5175511.0,57447.17,-56.63,1.0,21889.0799,38340.83,62066.791,76824.95,88485.992,21937.023,0.8967,0.1033,0,3,0,0
2024-08-27,VT          ,639,32505,50.87,19.16,1631082.69,122854.15,26.14,1.0,103052.0,116786.667,121660.0,126434.48,147219.0,154710.875,0.0469,0.9531,4,1,0,0
2024-08-27,ARKQ        ,625,12368,19.79,8.12,-377279.51,95510.89,-20.46,1.0,75800.4,91162.0,97862.0,103773.0,109405.0,74111.728,0.9248,0.0752,0,0,0,0
2024-08-27,ARKW        ,620,9099,14.68,7.55,-745378.95,165571.65,-32.29,1.0,121763.0,151684.667,169741.389,183715.375,204034.0,106521.104,0.9629,0.0371,0,1,0,0
2024-08-27,XLK         ,619,10756,17.38,11.67,1351949.3,214770.58,36.19,1.0,132158.7,165986.167,199867.333,272466.0,306230.143,292779.894,0.1922,0.8078,3,2,0,0
2024-08-27,XLE         ,545,10598,19.45,6.98,377465.72,107276.13,19.16,1.0,65684.25806,99804.0,117167.87,124577.4,128137.333,120739.838,0.4404,0.5596,5,2,0,0
2024-08-27,VYM         ,535,19507,36.46,9.56,1227044.69,131334.6,25.29,1.0,102804.42222,119466.6,129792.5,139843.222,163527.0,166731.737,0.0393,0.9607,2,1,0,0
2024-08-27,TECL        ,523,36064,68.96,18.19,2148222.9,91722.89,38.55,1.0,55628.62406,76916.282,91751.0,112680.5,125048.578,111975.324,0.3078,0.6922,2,4,0,0
2024-08-27,QCLN        ,518,12484,24.1,6.4,-722968.71,80479.29,-38.84,1.0,64450.12281,74407.0,81893.133,89690.5,93745.0,47236.752,0.9981,0.0019,1,1,0,0
2024-08-27,SPXL        ,513,15767,30.73,15.56,2174222.28,148522.47,52.98,1.0,94383.8,124009.714,145068.96,173598.4,203885.071,204264.531,0.0936,0.9064,3,5,0,0
2024-08-27,URA         ,490,24013,49.01,7.34,-151401.67,38040.58,-8.02,1.0,31142.93333,36448.067,39032.691,41067.7,43052.111,35414.325,0.7408,0.2592,10,3,0,0
2024-08-27,SKYY        ,467,9454,20.24,8.39,529536.22,108763.24,25.38,1.0,87483.33333,100400.0,110637.0,118657.5,126510.5,129239.118,0.0664,0.9336,1,0,0,0
2024-08-27,XBI         ,458,15032,32.82,10.9,109293.02,132436.15,2.54,1.0,117479.08333,127907.0,132995.167,136666.0,148856.0,134640.63,0.4301,0.5699,4,3,0,0
2024-08-27,MGK         ,445,6476,14.55,12.43,1431004.6,313706.5,30.88,1.0,228973.52459,275341.0,297639.8,337986.906,425755.0,416724.06,0.1326,0.8674,0,0,0,0
2024-08-27,KORU        ,443,148937,336.2,14.2,-929122.97,16321.06,-20.78,1.0,8608.0,10206.92,10999.51,13390.933,33516.3,10538.244,0.6366,0.3634,4,3,0,0
2024-08-27,SDIV        ,442,30817,69.72,8.8,-826509.38,43130.58,-28.45,1.0,30143.64583,36757.889,43402.6,47096.516,54553.0,29814.228,0.9208,0.0792,0,1,0,0
2024-08-27,AWAY        ,438,20351,46.46,7.62,-312541.87,31860.86,-21.31,1.0,27222.8022,29942.0,32255.02,33862.4,36116.877,24836.472,0.968,0.032,0,0,0,0
2024-08-27,PFF         ,406,51405,126.61,10.59,-39702.27,43150.89,-0.73,1.0,40663.44286,42410.786,43168.923,43956.333,45597.6,42814.926,0.6059,0.3941,1,2,0,0
2024-08-27,RPAR        ,392,106755,272.33,15.15,37914.84,27328.07,0.52,1.0,25263.9,26357.28,27230.481,28525.121,29254.437,26709.658,0.6454,0.3546,0,0,0,0
2024-08-27,AOR         ,376,10085,26.82,16.13,309164.52,64975.92,17.61,1.0,57370.125,62583.0,65150.5,66514.0,74224.46,76998.024,0.0399,0.9601,1,1,0,0
2024-08-27,DPST        ,353,27588,78.15,18.13,819668.11,177978.42,8.24,1.0,86421.0,106136.957,125655.309,143498.0,407909.5,137698.839,0.4051,0.5921,28,10,0,0
2024-08-27,SPYV        ,351,9233,26.3,6.13,485476.22,51891.63,36.69,1.0,39155.1,45214.0,49193.375,57241.5,67295.63,68763.465,0.037,0.963,2,1,0,0
2024-08-27,XLP         ,336,6522,19.41,7.61,333695.93,91732.76,18.7,1.0,74936.5,84936.0,92805.5,98616.461,106995.0,109115.99,0.0119,0.9881,1,3,0,0
2024-08-27,DIV         ,336,19008,56.57,6.82,104289.1,22530.17,8.18,1.0,21721.27778,21983.676,22425.6,22762.967,23893.0,24372.999,0.0595,0.9405,0,0,0,0
2024-08-27,CIBR        ,310,9465,30.53,5.12,386929.13,66828.93,19.44,1.0,54368.0,59972.808,69468.2,74823.261,77097.0,77871.798,0.0484,0.9516,1,1,0,0
2024-08-27,XYLD        ,309,16916,54.74,9.76,-15143.2,54430.45,-0.51,1.0,52099.95,53192.889,54233.61,55375.933,56699.533,54399.051,0.4757,0.5243,2,2,0,0
2024-08-27,PGX         ,308,437609,1420.81,7.99,-516789.72,16357.94,-2.24,1.0,15125.19783,15818.288,16301.125,16911.75,17637.568,15860.322,0.6981,0.3019,0,1,0,0
2024-08-27,XLU         ,304,8544,28.11,5.5,245469.13,93341.68,9.52,1.0,81340.2,91103.182,96445.825,97831.857,100518.0,100497.157,0.1053,0.8947,7,2,0,0
2024-08-27,AAPU        ,297,22694,76.41,11.16,255185.24,43181.74,7.33,1.0,30955.2,35636.067,46505.0,49532.833,52827.857,48931.344,0.3603,0.6364,3,6,0,0
2024-08-27,IBB         ,294,4001,13.61,7.84,119627.08,186064.43,4.7,1.0,168497.45946,179953.729,185730.0,196180.25,200538.267,195778.332,0.3231,0.6769,4,1,0,0
2024-08-27,HDRO        ,292,37111,127.09,6.88,-1086429.65,19057.0,-57.46,1.0,8258.4313,12870.252,21313.754,24463.8,27917.0,6328.242,1.0,0.0,1,0,0,0
2024-08-27,GGLL        ,286,16959,59.3,10.42,-225218.53,54830.03,-6.99,1.0,47712.5,50571.5,52110.0,58199.095,67240.5,50520.024,0.7168,0.2832,5,5,0,0
2024-08-27,CLOU        ,280,7627,27.24,5.47,-68618.68,30161.49,-8.63,1.0,25447.5,27893.0,30445.429,32117.0,35534.0,26676.585,0.8286,0.1714,0,0,0,0
2024-08-27,PAVE        ,277,7973,28.78,8.1,224768.34,44111.56,17.72,1.0,28729.0,34347.1,50254.0,51765.0,53224.0,51870.402,0.2924,0.7076,4,1,0,0
2024-08-27,MOAT        ,265,23435,88.43,7.17,2774360.18,106700.3,33.66,1.0,86167.5,94749.933,110907.313,119107.923,121636.857,124565.848,0.0189,0.9811,2,1,0,0
2024-08-27,KLIP        ,262,44492,169.82,11.65,-921400.01,21197.19,-24.77,1.0,18254.37396,19776.989,21192.5,22821.62,24051.667,16482.555,1.0,0.0,0,0,0,0
2024-08-27,VWO         ,260,20215,77.75,7.12,300943.75,56061.35,6.99,1.0,52039.75,54026.247,56181.523,58710.308,60360.824,59284.329,0.2538,0.7462,1,0,0,0
2024-08-27,VEA         ,255,10518,41.25,8.44,338493.42,61114.79,13.49,1.0,54069.04762,58245.0,60314.5,64563.6,69160.0,69028.103,0.1176,0.8824,2,0,0,0
2024-08-27,IHI         ,247,6039,24.45,6.38,162569.96,71574.94,9.49,1.0,62173.8,70064.0,73845.0,75726.625,76951.68,76733.244,0.1255,0.8745,0,1,0,0
2024-08-27,NOBL        ,241,3041,12.62,6.77,331702.4,112992.56,23.65,1.0,88241.0,105973.595,112513.0,121946.057,135389.0,137460.537,0.0249,0.9751,1,0,0,0
2024-08-27,SVOL        ,237,31399,132.49,9.85,-27414.1,30208.55,-0.69,1.0,29238.96703,29835.0,30164.5,30670.0,31303.3,29920.14,0.6371,0.3629,3,2,0,0
2024-08-27,NVDU        ,212,12091,57.03,21.73,467431.88,143508.95,6.18,1.0,99278.0,136602.556,146039.97,160521.0,174667.641,140810.004,0.6321,0.3679,6,2,0,0
2024-08-27,XLRE        ,208,7331,35.25,5.1,141105.13,52851.71,7.5,1.0,47909.42647,50582.0,52809.0,56041.0,57429.5,57377.826,0.1154,0.8846,2,0,0,0
2024-08-27,AMDL        ,206,52737,256.0,18.21,-775067.92,20898.76,-14.87,1.0,16759.66667,19044.667,20170.005,22278.733,26522.749,17329.851,0.8786,0.1214,4,2,0,0
2024-08-27,MSFU        ,206,17811,86.46,10.39,-211481.4,61166.39,-4.25,1.0,54404.26829,57602.333,59910.0,64598.158,70526.0,55140.807,0.8689,0.1262,4,4,0,0
2024-08-27,NUSI        ,203,19821,97.64,10.82,130885.59,31080.29,4.25,1.0,28116.4,29958.701,31575.582,32659.0,33470.563,32872.437,0.2463,0.7537,0,0,0,0
2024-08-27,IEMG        ,183,8096,44.24,14.41,219748.97,68270.56,7.39,1.0,64089.85714,65416.8,67023.167,70989.0,73694.435,72205.506,0.2186,0.7814,2,0,0,0
2024-08-27,ITA         ,183,3336,18.23,8.78,644776.8,160329.24,22.7,1.0,107249.21429,142852.25,175687.5,185349.461,191800.0,191171.16,0.1148,0.8852,4,1,0,0
2024-08-27,YMAX        ,172,29984,174.33,10.67,-545871.9,27123.61,-11.66,1.0,25520.8,26855.273,27363.435,27685.583,28289.273,23724.288,1.0,0.0,1,1,0,0
2024-08-27,FAS         ,168,3713,22.1,9.24,1039606.89,127077.66,39.94,1.0,76345.0,107276.0,135926.229,150021.0,165895.0,164825.55,0.1429,0.8571,3,0,0,0
2024-08-27,RYLD        ,167,21663,129.72,12.1,-519635.18,24725.12,-15.8,1.0,21976.0,22385.8,23356.8,27254.396,28807.176,21354.507,0.994,0.006,2,2,0,0
2024-08-27,GPIQ        ,167,10758,64.42,10.31,-66820.31,63582.19,-1.64,1.0,61103.93333,62249.333,63295.625,64522.733,66800.169,62223.3,0.7186,0.2814,2,2,0,0
2024-08-27,NVD         ,159,229592,1443.97,19.58,-848730.11,3410.12,-20.52,1.0,2286.41143,2558.209,2822.8,3311.687,4556.8,2277.108,0.9182,0.0818,13,2,0,0
2024-08-27,URTY        ,156,9134,58.55,8.61,35909.18,70054.1,0.89,1.0,57008.785,62644.0,68141.125,74612.607,80630.0,69517.989,0.4679,0.5321,7,3,0,0
2024-08-27,DIVO        ,156,5690,36.47,7.02,107569.6,49631.71,5.85,1.0,45117.0,46899.77,49579.5,52795.684,53756.75,53353.17,0.1859,0.8141,3,1,0,0
2024-08-27,DFEN        ,154,11137,72.32,13.67,1155167.3,29959.17,58.87,1.0,19927.8,24901.333,26557.1,36434.519,43196.667,43106.184,0.1234,0.8766,2,0,0,0
2024-08-27,COPX        ,146,3610,24.73,5.63,12848.79,56078.66,0.9,1.0,42193.33333,49171.6,58634.8,63242.25,67144.185,58476.663,0.5137,0.4863,0,3,0,0
2024-08-27,GRID        ,142,1418,9.99,7.68,18715.33,156196.42,1.18,1.0,141939.71429,154593.4,160448.611,162705.833,165327.353,160112.466,0.5141,0.4859,0,0,0,0
2024-08-27,RETL        ,136,31355,230.55,13.01,-1140871.39,22892.91,-27.61,1.0,11397.58,13055.034,17533.099,31445.292,39825.375,12974.22,0.7206,0.2794,0,1,0,0
2024-08-27,UDOW        ,136,2773,20.39,6.78,597014.53,94976.86,32.59,1.0,67150.875,84953.0,96359.5,110411.1,117845.5,119124.522,0.0809,0.9191,3,1,0,0
2024-08-27,GDX         ,134,10589,79.02,18.15,768553.07,43644.33,23.04,1.0,36780.06667,39263.0,41098.125,48477.0,52454.1,51936.597,0.1418,0.8582,1,1,0,0
2024-08-27,NAIL        ,129,3152,24.43,10.95,1200560.2,163762.12,32.38,1.0,75737.0,129195.078,185894.333,204896.417,211548.2,200875.347,0.3643,0.6357,30,4,0,0
2024-08-27,GPIX        ,123,6473,52.63,7.8,28223.02,63832.59,0.85,1.0,61433.0,62992.0,63953.0,65085.8,65982.0,63798.741,0.5528,0.4472,2,0,0,0
2024-08-27,AMZU        ,109,4815,44.17,6.37,-300755.85,42987.98,-14.83,1.0,31698.0,39443.852,43522.941,47076.29,52211.333,39108.436,0.7339,0.2661,1,0,0,0
2024-08-27,TSL         ,109,17044,156.37,15.94,-467721.45,12940.96,-21.12,1.0,9436.0,10894.894,12336.0,13838.333,15955.184,11173.716,0.6422,0.3578,0,1,0,0
2024-08-27,AAPB        ,104,4459,42.88,8.77,245718.12,33150.97,17.62,1.0,23705.0,28944.582,33015.129,37833.0,40906.0,38260.71,0.25,0.75,1,0,0,0
2024-08-27,FBL         ,78,5117,65.6,8.23,64593.4,36443.68,2.79,1.0,31247.02062,34357.537,36470.9,38702.0,40721.88,36248.382,0.5385,0.4615,0,0,0,0
2024-08-27,MSOX        ,44,62090,1411.14,17.94,-1278277.02,5057.9,-22.11,1.0,3277.63636,3623.685,4164.065,4787.017,9074.018,3190.599,0.9318,0.0455,1,4,0,0
